id,car_id,service_date,description,cost,odometer_reading
49151,14205,2026-03-15,Engine diagnostic and tune-up,481.05,9799
49152,12302,2024-03-16,Headlight replacement,461.68,21996
49153,14014,2022-10-04,Coolant system flush,669.81,9205
49154,6096,2025-12-08,Engine diagnostic and tune-up,708.2,50102
49155,4555,2025-09-13,Headlight replacement,406.62,16356
49156,2715,2023-05-11,Battery replacement,911.07,45063
49157,7547,2022-12-29,Engine diagnostic and tune-up,70.98,11044
49158,10688,2023-11-25,Windshield wiper replacement,414.88,13527
49159,8071,2024-01-20,Routine oil and filter change,986.56,69141
49160,1488,2022-10-22,Air conditioning service,933.08,181233
49161,6156,2025-03-07,Windshield wiper replacement,419.98,47630
49162,8404,2023-03-23,Full detailing and cleaning,954.33,7454
49163,6168,2025-05-16,Routine oil and filter change,490.02,25643
49164,8585,2023-07-01,Transmission fluid flush,352.03,46608
49165,10444,2025-01-23,Windshield wiper replacement,222.33,19898
49166,1369,2024-09-03,Engine diagnostic and tune-up,71.72,31121
49167,692,2024-04-02,Engine diagnostic and tune-up,442.18,4141
49168,3106,2023-11-24,Annual safety inspection,494.3,59709
49169,13013,2023-03-08,Suspension repair,172.32,9314
49170,968,2022-07-17,Transmission fluid flush,550.55,15818
49171,12246,2025-04-25,Air conditioning service,184.2,3541
49172,4808,2022-09-01,Suspension repair,387.18,26548
49173,4823,2023-11-19,Suspension repair,120.56,20311
49174,2663,2024-02-14,Headlight replacement,609.47,128290
49175,7950,2023-05-18,Suspension repair,452.38,13423
49176,13634,2026-05-29,Transmission fluid flush,803.88,7499
49177,11345,2023-02-03,Headlight replacement,911.3,69580
49178,740,2025-08-02,Transmission fluid flush,101.63,42206
49179,2286,2025-02-25,Headlight replacement,748.46,30668
49180,10705,2024-12-16,Transmission fluid flush,590.42,4570
49181,2728,2023-12-22,Full detailing and cleaning,776.84,3358
49182,7092,2026-05-27,Tire rotation and balancing,475.78,75000
49183,4741,2023-05-12,Wheel alignment,892.27,20911
49184,14559,2025-05-21,Battery replacement,930.59,52602
49185,6219,2023-07-11,Headlight replacement,904.92,1872
49186,3047,2022-09-14,Full detailing and cleaning,570.98,2880
49187,13461,2022-12-05,Engine diagnostic and tune-up,191.01,9947
49188,8571,2024-03-20,Wheel alignment,985.02,15253
49189,14228,2025-03-25,Engine diagnostic and tune-up,768.95,69574
49190,3500,2025-08-28,Spark plug replacement,174.65,5688
49191,1583,2025-01-26,Routine oil and filter change,372.92,7898
49192,5401,2026-03-20,Full detailing and cleaning,623.08,178
49193,1215,2023-09-15,Spark plug replacement,83.22,9501
49194,7850,2026-01-19,Windshield wiper replacement,386.48,52264
49195,56,2024-07-21,Brake pad replacement,207.45,6228
49196,14540,2025-07-04,Full detailing and cleaning,983.61,109046
49197,2241,2023-02-15,Full detailing and cleaning,867.44,22872
49198,7823,2023-04-24,Headlight replacement,81.11,7931
49199,9195,2023-03-17,Tire rotation and balancing,238.12,676
49200,7389,2023-10-03,Spark plug replacement,900.18,3643
49201,7924,2025-10-08,Air conditioning service,779.02,19174
49202,9378,2023-08-20,Coolant system flush,685.51,39447
49203,4531,2024-07-04,Engine diagnostic and tune-up,353.26,32169
49204,3870,2025-08-24,Routine oil and filter change,998.43,53100
49205,8584,2023-10-23,Coolant system flush,944.32,59104
49206,7462,2025-11-30,Tire rotation and balancing,677.01,5329
49207,9486,2024-03-20,Annual safety inspection,344.97,7629
49208,8023,2022-08-23,Windshield wiper replacement,54.69,136596
49209,11968,2022-12-13,Engine diagnostic and tune-up,745.58,34283
49210,8984,2024-11-11,Full detailing and cleaning,725.06,55111
49211,8475,2024-12-13,Headlight replacement,860.56,17965
49212,13933,2023-11-12,Routine oil and filter change,538.85,65490
49213,12216,2022-09-14,Brake pad replacement,314.49,20457
49214,5409,2025-04-03,Annual safety inspection,573.57,5123
49215,7951,2025-06-23,Coolant system flush,82.3,33257
49216,567,2022-08-13,Headlight replacement,428.35,11694
49217,1341,2023-11-04,Headlight replacement,899.58,153041
49218,4195,2023-04-29,Full detailing and cleaning,873.9,6107
49219,5388,2026-05-18,Windshield wiper replacement,792.95,4860
49220,8638,2026-04-14,Tire rotation and balancing,335.04,40773
49221,5258,2025-02-06,Suspension repair,980.08,20723
49222,7719,2022-08-23,Coolant system flush,219.94,4464
49223,5032,2024-08-09,Transmission fluid flush,394.98,85725
49224,671,2026-04-23,Tire rotation and balancing,424.31,10023
49225,5873,2025-12-13,Headlight replacement,680.87,14297
49226,7742,2024-12-29,Suspension repair,354.32,31883
49227,7897,2024-12-01,Headlight replacement,130.92,5164
49228,12922,2023-11-24,Routine oil and filter change,507.03,17279
49229,651,2023-03-18,Brake pad replacement,420.49,69833
49230,6243,2024-10-22,Headlight replacement,315.23,27676
49231,12772,2022-12-10,Coolant system flush,884.87,36863
49232,4370,2025-10-28,Battery replacement,112.59,132921
49233,14077,2023-10-31,Engine diagnostic and tune-up,441.43,9207
49234,3944,2025-10-22,Coolant system flush,534.79,6779
49235,3779,2026-01-30,Annual safety inspection,956.82,7383
49236,2212,2023-02-10,Windshield wiper replacement,684.63,5052
49237,10577,2025-03-30,Full detailing and cleaning,94.98,62792
49238,13864,2023-09-23,Suspension repair,870.23,30596
49239,1185,2025-01-31,Headlight replacement,864.6,117919
49240,5710,2023-10-21,Coolant system flush,210.5,5229
49241,8536,2023-12-12,Full detailing and cleaning,505.95,10323
49242,14548,2023-07-11,Tire rotation and balancing,370.12,29206
49243,10614,2024-03-31,Spark plug replacement,826.44,30291
49244,3748,2026-05-21,Brake pad replacement,660.95,4310
49245,2619,2024-10-23,Full detailing and cleaning,281.96,61734
49246,13191,2023-10-31,Full detailing and cleaning,534.73,3789
49247,6615,2022-10-10,Suspension repair,723.51,15807
49248,9239,2026-03-16,Annual safety inspection,91.25,39491
49249,13640,2024-02-09,Annual safety inspection,938.51,21246
49250,1750,2024-03-21,Windshield wiper replacement,477.84,19101
49251,13162,2024-10-15,Tire rotation and balancing,699.15,28518
49252,10419,2023-08-02,Windshield wiper replacement,656.57,9167
49253,10601,2023-12-04,Suspension repair,67.65,17966
49254,5190,2023-04-09,Annual safety inspection,189.41,13615
49255,6852,2024-05-20,Windshield wiper replacement,426.64,40760
49256,10907,2024-08-07,Coolant system flush,362.27,601
49257,5135,2023-05-20,Full detailing and cleaning,996.65,15343
49258,11778,2022-12-11,Headlight replacement,696.8,16703
49259,599,2026-01-11,Coolant system flush,52.71,4369
49260,6092,2024-06-09,Suspension repair,782.84,57711
49261,13093,2025-10-15,Headlight replacement,776.65,17873
49262,14990,2023-07-19,Suspension repair,994.76,74274
49263,6188,2022-08-09,Tire rotation and balancing,910.87,2771
49264,672,2025-12-08,Engine diagnostic and tune-up,805.83,7175
49265,11142,2024-03-19,Battery replacement,184.07,18381
49266,14306,2023-02-21,Engine diagnostic and tune-up,795.86,19137
49267,4053,2022-08-12,Coolant system flush,827.53,19397
49268,14548,2022-09-11,Headlight replacement,543.76,30566
49269,7883,2026-05-07,Suspension repair,780.39,12742
49270,14391,2022-10-13,Full detailing and cleaning,343.21,6491
49271,13967,2026-04-05,Air conditioning service,843.57,57717
49272,12784,2023-06-11,Transmission fluid flush,982.17,1834
49273,1980,2023-10-09,Windshield wiper replacement,516.54,107337
49274,1651,2025-06-22,Routine oil and filter change,181.09,40517
49275,10579,2025-04-07,Routine oil and filter change,606.62,3162
49276,8276,2022-12-27,Wheel alignment,470.98,173
49277,9351,2024-08-04,Windshield wiper replacement,316.74,25531
49278,11565,2023-06-20,Suspension repair,711.21,18004
49279,8911,2024-03-06,Routine oil and filter change,928.62,32293
49280,1968,2025-07-22,Routine oil and filter change,418.93,14388
49281,5835,2023-09-28,Wheel alignment,636.48,54006
49282,8143,2024-02-29,Air conditioning service,725.79,31776
49283,2550,2024-04-01,Transmission fluid flush,131.1,100743
49284,1870,2026-03-17,Battery replacement,519.77,4793
49285,6217,2022-10-21,Spark plug replacement,809.29,18096
49286,2855,2026-01-20,Routine oil and filter change,563.79,9975
49287,584,2025-01-17,Windshield wiper replacement,988.32,63084
49288,10143,2022-09-11,Routine oil and filter change,569.6,13883
49289,257,2025-04-12,Brake pad replacement,281.71,24745
49290,6002,2025-07-28,Routine oil and filter change,798.8,11832
49291,5544,2023-07-27,Engine diagnostic and tune-up,334.97,27294
49292,9109,2024-10-13,Transmission fluid flush,368.24,67103
49293,11648,2023-08-03,Engine diagnostic and tune-up,978.49,7503
49294,4048,2025-02-09,Spark plug replacement,201.16,9207
49295,13026,2024-05-29,Full detailing and cleaning,209.7,4002
49296,12268,2023-07-13,Suspension repair,766.17,1584
49297,4305,2024-04-05,Air conditioning service,626.85,20019
49298,13467,2023-10-28,Brake pad replacement,271.2,4473
49299,11307,2023-04-09,Engine diagnostic and tune-up,366.12,4328
49300,10202,2024-10-04,Full detailing and cleaning,789.76,24432
49301,14922,2026-01-06,Headlight replacement,980.52,17076
49302,10873,2024-09-08,Battery replacement,187.25,56653
49303,5874,2024-09-02,Suspension repair,204.78,15978
49304,2424,2023-01-12,Full detailing and cleaning,43.58,16969
49305,490,2025-07-11,Battery replacement,981.83,123509
49306,4035,2025-02-28,Brake pad replacement,244.12,91295
49307,10513,2024-05-14,Full detailing and cleaning,357.73,23591
49308,6390,2023-04-08,Annual safety inspection,721.75,6979
49309,10100,2024-04-07,Suspension repair,717.3,22025
49310,3268,2023-11-06,Tire rotation and balancing,323.36,128767
49311,10197,2024-07-16,Engine diagnostic and tune-up,265.64,7274
49312,6366,2025-07-05,Headlight replacement,571.96,4167
49313,756,2024-06-01,Suspension repair,80.22,31582
49314,14772,2025-11-12,Wheel alignment,790.28,134178
49315,4396,2025-12-01,Spark plug replacement,554.48,9776
49316,10883,2024-07-20,Spark plug replacement,737.86,68471
49317,6408,2024-06-15,Battery replacement,758.28,11135
49318,763,2023-11-08,Suspension repair,672.39,39073
49319,6317,2024-09-05,Annual safety inspection,842.14,57656
49320,5986,2025-07-18,Brake pad replacement,902.1,23775
49321,6304,2024-07-22,Spark plug replacement,240.81,10032
49322,2473,2023-07-01,Battery replacement,620.77,26686
49323,1264,2025-02-09,Transmission fluid flush,820.71,28158
49324,3692,2023-06-03,Headlight replacement,859.68,1731
49325,3212,2025-08-28,Windshield wiper replacement,428.84,121157
49326,4534,2024-11-04,Suspension repair,663.1,12540
49327,14752,2025-03-23,Suspension repair,211.36,70668
49328,4236,2025-09-21,Coolant system flush,459.85,8999
49329,1764,2025-08-06,Headlight replacement,685.33,4070
49330,1238,2022-08-09,Annual safety inspection,145.33,15825
49331,9603,2026-04-28,Brake pad replacement,875.88,4564
49332,9748,2022-07-04,Engine diagnostic and tune-up,839.44,5666
49333,6624,2026-04-16,Headlight replacement,370.48,6650
49334,4716,2026-02-23,Air conditioning service,189.5,32088
49335,7171,2023-10-31,Spark plug replacement,149.62,2053
49336,8552,2024-06-06,Routine oil and filter change,878.83,9396
49337,10036,2022-06-30,Brake pad replacement,789.52,605
49338,327,2022-10-16,Spark plug replacement,87.52,2682
49339,1938,2023-01-10,Full detailing and cleaning,563.19,94087
49340,9612,2025-09-12,Brake pad replacement,116.98,21133
49341,6806,2024-09-19,Annual safety inspection,931.96,28460
49342,4081,2024-04-22,Engine diagnostic and tune-up,514.22,49747
49343,2476,2025-12-30,Wheel alignment,509.92,23461
49344,12477,2023-12-21,Wheel alignment,984.3,1246
49345,13441,2026-03-13,Windshield wiper replacement,41.24,12906
49346,13799,2023-12-07,Routine oil and filter change,698.55,24576
49347,11946,2026-05-28,Suspension repair,143.1,5172
49348,8114,2023-11-01,Spark plug replacement,626.46,7459
49349,8243,2023-11-14,Transmission fluid flush,288.91,63257
49350,4833,2024-03-29,Routine oil and filter change,348.89,9869
49351,14040,2025-06-12,Tire rotation and balancing,931.85,59221
49352,10154,2026-05-12,Suspension repair,432.83,9165
49353,1892,2025-01-25,Transmission fluid flush,270.02,59366
49354,5964,2023-10-12,Brake pad replacement,57.54,2967
49355,10357,2025-09-13,Suspension repair,320.98,10967
49356,4724,2024-01-06,Battery replacement,707.5,55723
49357,2406,2024-01-27,Full detailing and cleaning,269.58,118754
49358,770,2024-03-11,Windshield wiper replacement,492.59,2619
49359,4796,2024-02-03,Annual safety inspection,218.89,23356
49360,5141,2023-02-10,Full detailing and cleaning,950.93,39873
49361,4603,2023-09-25,Windshield wiper replacement,667.1,9335
49362,2825,2023-04-17,Windshield wiper replacement,254.73,23709
49363,8516,2022-10-18,Engine diagnostic and tune-up,782.89,99278
49364,8118,2024-01-03,Routine oil and filter change,673.79,5494
49365,4765,2023-04-17,Battery replacement,685.28,52051
49366,12814,2023-03-28,Routine oil and filter change,323.99,156917
49367,9022,2025-03-16,Spark plug replacement,280.24,12636
49368,4453,2026-01-06,Coolant system flush,307.46,114401
49369,10997,2025-07-05,Air conditioning service,881.88,1831
49370,14580,2024-12-13,Transmission fluid flush,457.39,3549
49371,10226,2026-04-25,Tire rotation and balancing,739.48,16318
49372,3589,2023-03-29,Annual safety inspection,637.63,28344
49373,3839,2025-02-25,Routine oil and filter change,983.2,27522
49374,11244,2024-08-26,Routine oil and filter change,470.78,43850
49375,3890,2025-03-16,Engine diagnostic and tune-up,839.99,24699
49376,7128,2022-09-18,Air conditioning service,361.27,2684
49377,12451,2023-12-26,Battery replacement,910.6,3682
49378,9800,2025-10-31,Coolant system flush,81.79,404
49379,5744,2023-08-15,Coolant system flush,400.45,39616
49380,7132,2023-06-13,Brake pad replacement,429.45,8385
49381,8996,2025-11-09,Engine diagnostic and tune-up,256.43,4256
49382,8893,2022-12-27,Full detailing and cleaning,502.1,14226
49383,2715,2025-07-13,Windshield wiper replacement,723.1,113197
49384,1364,2023-05-22,Coolant system flush,985.9,2417
49385,1914,2023-01-06,Suspension repair,611.08,57458
49386,5904,2026-04-30,Engine diagnostic and tune-up,997.78,64472
49387,11168,2025-06-23,Transmission fluid flush,142.96,163477
49388,11476,2023-04-03,Annual safety inspection,653.07,23687
49389,2708,2024-06-02,Windshield wiper replacement,530.02,7095
49390,4077,2024-12-18,Full detailing and cleaning,803.12,3147
49391,8404,2024-02-07,Engine diagnostic and tune-up,552.29,4163
49392,14610,2026-03-05,Engine diagnostic and tune-up,283.83,67238
49393,14870,2024-04-14,Wheel alignment,163.67,17391
49394,6824,2025-09-19,Headlight replacement,747.24,43247
49395,9703,2022-10-20,Windshield wiper replacement,67.78,1547
49396,12240,2023-06-21,Brake pad replacement,499.09,7752
49397,7269,2022-10-01,Routine oil and filter change,58.31,18686
49398,14493,2026-05-11,Coolant system flush,520.46,1799
49399,7699,2025-08-21,Air conditioning service,244.31,718
49400,5468,2023-05-13,Routine oil and filter change,616.37,31603
49401,7207,2026-01-09,Engine diagnostic and tune-up,450.67,7441
49402,2197,2024-01-25,Engine diagnostic and tune-up,794.49,47083
49403,5164,2022-07-28,Transmission fluid flush,816.13,72661
49404,816,2024-10-30,Brake pad replacement,338.58,26553
49405,5260,2026-03-21,Wheel alignment,723.52,4133
49406,14358,2023-12-21,Full detailing and cleaning,105.33,32090
49407,13176,2025-03-12,Headlight replacement,323.47,29276
49408,9658,2024-03-27,Windshield wiper replacement,889.69,16722
49409,6135,2026-02-25,Suspension repair,147.29,26360
49410,8409,2025-05-31,Annual safety inspection,392.01,133409
49411,14955,2023-04-25,Air conditioning service,255.73,5287
49412,9191,2024-07-17,Transmission fluid flush,961.4,6683
49413,14562,2025-07-20,Windshield wiper replacement,939.54,70290
49414,3658,2024-06-10,Wheel alignment,648.96,6163
49415,9642,2024-10-05,Tire rotation and balancing,369.79,37140
49416,11614,2024-11-26,Coolant system flush,670.61,43129
49417,7874,2022-11-28,Wheel alignment,726.03,34077
49418,4713,2024-05-15,Routine oil and filter change,575.24,36759
49419,14863,2023-06-18,Air conditioning service,443.24,167374
49420,6879,2022-12-31,Windshield wiper replacement,261.38,43593
49421,2292,2026-05-26,Engine diagnostic and tune-up,119.11,3844
49422,6273,2023-06-06,Annual safety inspection,391.2,2465
49423,5482,2022-08-24,Transmission fluid flush,837.9,2622
49424,5320,2022-11-19,Windshield wiper replacement,119.16,38553
49425,10580,2026-04-26,Suspension repair,509.31,15224
49426,1350,2025-03-12,Brake pad replacement,201.96,1228
49427,12463,2024-09-12,Battery replacement,843.31,9466
49428,5157,2024-04-20,Air conditioning service,531.6,91157
49429,693,2023-03-02,Air conditioning service,650.15,13857
49430,6390,2024-03-08,Tire rotation and balancing,256.1,10721
49431,1037,2024-08-30,Coolant system flush,310.98,14742
49432,11296,2024-09-01,Wheel alignment,161.75,12222
49433,12567,2024-11-20,Spark plug replacement,793.9,12735
49434,8337,2022-08-11,Wheel alignment,790.41,1612
49435,12201,2023-03-09,Headlight replacement,297.11,3084
49436,14229,2023-03-30,Headlight replacement,89.17,8385
49437,6841,2024-08-10,Routine oil and filter change,306.15,39404
49438,2041,2025-01-08,Air conditioning service,347.03,36808
49439,4125,2025-01-29,Annual safety inspection,841.99,18425
49440,5150,2025-11-15,Air conditioning service,424.34,46989
49441,5608,2025-01-21,Brake pad replacement,676.33,15488
49442,7227,2022-10-21,Battery replacement,393.05,1614
49443,11486,2023-10-29,Suspension repair,230.28,3990
49444,3200,2024-10-05,Full detailing and cleaning,995.69,83620
49445,3288,2023-01-16,Annual safety inspection,796.39,2958
49446,7668,2023-07-01,Windshield wiper replacement,418.24,52079
49447,8953,2026-05-07,Air conditioning service,115.48,1920
49448,249,2023-01-13,Headlight replacement,615.18,7794
49449,2348,2023-09-13,Wheel alignment,264.06,41599
49450,6684,2023-01-18,Coolant system flush,622.6,8307
49451,8568,2024-08-01,Tire rotation and balancing,937.14,4862
49452,2991,2026-06-18,Headlight replacement,113.77,68748
49453,7097,2026-04-25,Suspension repair,957.25,100481
49454,3996,2023-12-23,Coolant system flush,691.82,19809
49455,1167,2026-02-26,Tire rotation and balancing,432.8,7475
49456,323,2025-08-09,Suspension repair,135.33,9148
49457,9816,2023-08-30,Transmission fluid flush,403.2,1116
49458,7256,2025-10-07,Windshield wiper replacement,503.17,10010
49459,13224,2025-06-14,Headlight replacement,859.38,42683
49460,7952,2023-05-28,Spark plug replacement,892.65,96756
49461,2104,2025-09-26,Headlight replacement,679.64,577
49462,4740,2026-02-15,Annual safety inspection,367.37,21142
49463,6612,2025-04-27,Full detailing and cleaning,881.34,78018
49464,14812,2026-05-07,Brake pad replacement,242.36,8617
49465,1878,2022-07-22,Headlight replacement,227.22,4312
49466,8736,2023-08-16,Tire rotation and balancing,916.6,54575
49467,14817,2022-08-11,Full detailing and cleaning,344.58,27310
49468,10493,2025-07-04,Windshield wiper replacement,219.08,4902
49469,6506,2026-01-16,Spark plug replacement,184.09,2410
49470,13187,2025-10-04,Suspension repair,718.71,12740
49471,11653,2025-03-15,Windshield wiper replacement,669.04,42879
49472,1343,2023-11-05,Wheel alignment,108.22,65421
49473,674,2024-01-21,Coolant system flush,843.14,1130
49474,2621,2025-06-25,Routine oil and filter change,428.63,3026
49475,12562,2026-01-26,Air conditioning service,841.44,73737
49476,10413,2025-04-20,Air conditioning service,629.98,53418
49477,8381,2024-12-13,Suspension repair,238.72,17303
49478,7275,2025-10-15,Brake pad replacement,752.84,5387
49479,3090,2025-02-12,Spark plug replacement,780.15,46573
49480,12152,2025-11-05,Windshield wiper replacement,845.71,61506
49481,13582,2025-01-05,Tire rotation and balancing,614.19,25343
49482,13212,2022-10-20,Annual safety inspection,219.39,13357
49483,5572,2023-08-05,Engine diagnostic and tune-up,680.72,34036
49484,8627,2025-08-18,Headlight replacement,810.5,8791
49485,8779,2024-06-28,Routine oil and filter change,925.76,28910
49486,1192,2023-08-29,Routine oil and filter change,136.85,6563
49487,10336,2023-04-12,Full detailing and cleaning,274.88,53575
49488,550,2024-12-24,Suspension repair,593.13,4490
49489,961,2025-08-13,Brake pad replacement,746.87,728
49490,9303,2025-12-21,Engine diagnostic and tune-up,767.56,4885
49491,12463,2026-05-15,Air conditioning service,651.4,33894
49492,2220,2024-08-28,Air conditioning service,387.99,21933
49493,6794,2026-06-05,Headlight replacement,166.49,28816
49494,4194,2024-05-13,Spark plug replacement,522.14,29553
49495,14709,2025-07-07,Tire rotation and balancing,322.24,516
49496,6268,2024-12-22,Headlight replacement,539.62,143588
49497,14273,2024-05-04,Headlight replacement,838.84,134688
49498,2932,2023-11-11,Windshield wiper replacement,980.32,6814
49499,1343,2025-08-05,Routine oil and filter change,784.26,63173
49500,6153,2026-04-02,Engine diagnostic and tune-up,417.45,135952
49501,851,2026-01-08,Spark plug replacement,112.64,23253
49502,3658,2022-12-24,Routine oil and filter change,445.97,22504
49503,6167,2025-05-22,Coolant system flush,117.04,92362
49504,11190,2022-08-09,Air conditioning service,703.71,25737
49505,13779,2025-01-03,Battery replacement,480.78,8261
49506,4795,2025-04-05,Full detailing and cleaning,648.23,26497
49507,6804,2025-09-08,Coolant system flush,323.4,37932
49508,10542,2022-08-19,Spark plug replacement,762.67,573
49509,4935,2023-09-22,Headlight replacement,655.1,44286
49510,9533,2023-06-24,Tire rotation and balancing,659.32,9269
49511,10337,2026-05-31,Coolant system flush,802.63,7082
49512,1913,2025-07-29,Full detailing and cleaning,579.58,21055
49513,8608,2023-01-23,Air conditioning service,371.45,3056
49514,4572,2024-06-02,Transmission fluid flush,513.69,22688
49515,2149,2023-11-11,Brake pad replacement,559.56,8795
49516,4202,2025-01-24,Air conditioning service,749.71,3547
49517,12472,2025-08-21,Transmission fluid flush,287.51,150344
49518,13355,2024-09-18,Coolant system flush,478.8,4900
49519,1529,2023-06-14,Battery replacement,471.23,72275
49520,5108,2022-11-23,Air conditioning service,705.89,8999
49521,341,2026-06-14,Coolant system flush,684.38,5016
49522,5964,2025-04-26,Transmission fluid flush,483.93,58989
49523,3878,2022-07-19,Battery replacement,197.93,21604
49524,1114,2025-08-17,Suspension repair,880.09,2507
49525,1690,2023-07-06,Suspension repair,875.4,20337
49526,12483,2022-08-13,Transmission fluid flush,577.25,8364
49527,4188,2023-05-05,Suspension repair,866.66,22866
49528,4986,2026-02-02,Battery replacement,220.89,4601
49529,12298,2023-07-10,Transmission fluid flush,304.26,17012
49530,11038,2024-08-22,Spark plug replacement,80.05,39168
49531,5297,2022-11-25,Headlight replacement,355.17,139240
49532,615,2023-05-01,Engine diagnostic and tune-up,235.82,13413
49533,5459,2024-04-02,Battery replacement,436.64,43671
49534,3489,2025-03-01,Brake pad replacement,76.68,113915
49535,10292,2024-10-26,Annual safety inspection,108.36,10265
49536,2505,2022-07-16,Windshield wiper replacement,276.72,13002
49537,10387,2023-03-20,Full detailing and cleaning,505.36,37740
49538,14029,2023-06-26,Suspension repair,192.4,4574
49539,6789,2023-01-03,Coolant system flush,470.08,4144
49540,3549,2023-11-23,Full detailing and cleaning,213.43,1356
49541,3445,2023-07-03,Routine oil and filter change,571.24,47734
49542,10557,2024-05-02,Windshield wiper replacement,798.33,3493
49543,5417,2025-02-09,Transmission fluid flush,626.12,43998
49544,11792,2025-02-16,Wheel alignment,725.93,17053
49545,9414,2024-12-09,Annual safety inspection,684.69,6775
49546,1894,2025-10-30,Battery replacement,458.59,16513
49547,14154,2023-01-09,Tire rotation and balancing,874.2,124298
49548,12577,2022-12-31,Full detailing and cleaning,963.43,13673
49549,12773,2023-04-19,Battery replacement,203.97,5045
49550,5415,2024-11-22,Headlight replacement,861.75,110314
49551,1473,2024-09-06,Headlight replacement,82.68,29376
49552,9428,2023-04-12,Windshield wiper replacement,709.44,21315
49553,10968,2024-05-10,Windshield wiper replacement,994.83,32714
49554,902,2024-01-30,Suspension repair,962.04,9712
49555,3077,2023-05-25,Windshield wiper replacement,147.33,22343
49556,10709,2024-11-26,Coolant system flush,678.52,5398
49557,3323,2025-10-04,Transmission fluid flush,647.16,56788
49558,11277,2025-09-09,Suspension repair,910.99,36512
49559,2955,2025-04-17,Battery replacement,652.17,3256
49560,11895,2025-01-02,Transmission fluid flush,390.02,36330
49561,2625,2023-09-02,Headlight replacement,271.23,32441
49562,10677,2026-04-11,Spark plug replacement,199.01,26740
49563,6481,2024-06-30,Routine oil and filter change,670.68,9319
49564,1779,2024-04-10,Spark plug replacement,289.83,3021
49565,3575,2024-03-19,Suspension repair,531.72,22064
49566,13702,2024-11-30,Brake pad replacement,835.71,11259
49567,1499,2023-12-15,Headlight replacement,42.28,36236
49568,2695,2023-09-18,Full detailing and cleaning,505.3,27052
49569,8325,2023-09-27,Routine oil and filter change,175.81,40888
49570,4746,2022-09-04,Transmission fluid flush,467.3,15491
49571,6195,2024-10-21,Transmission fluid flush,536.97,13014
49572,3913,2025-10-02,Engine diagnostic and tune-up,452.7,82379
49573,686,2025-01-16,Routine oil and filter change,158.93,59605
49574,6364,2022-12-30,Tire rotation and balancing,251.34,62117
49575,6844,2023-01-05,Suspension repair,389.24,29473
49576,9265,2023-06-14,Windshield wiper replacement,117.58,40697
49577,10637,2022-08-21,Coolant system flush,150.89,20830
49578,4275,2025-11-13,Coolant system flush,81.68,2663
49579,8230,2022-10-03,Headlight replacement,98.01,12314
49580,241,2024-01-12,Brake pad replacement,376.2,14744
49581,11437,2023-08-09,Air conditioning service,135.19,156496
49582,9629,2023-05-31,Transmission fluid flush,59.61,78546
49583,4680,2024-11-06,Battery replacement,382.03,9752
49584,11120,2025-08-13,Battery replacement,502.29,9572
49585,13828,2024-01-10,Tire rotation and balancing,442.45,4896
49586,6347,2024-06-21,Headlight replacement,431.42,29710
49587,8273,2025-11-24,Tire rotation and balancing,295.7,3571
49588,14083,2026-01-12,Engine diagnostic and tune-up,500.55,31146
49589,6920,2024-02-16,Brake pad replacement,273.14,13257
49590,7541,2024-09-18,Engine diagnostic and tune-up,334.58,17876
49591,11071,2023-11-28,Coolant system flush,73.28,28834
49592,7828,2022-07-31,Transmission fluid flush,349.36,4194
49593,13754,2026-01-10,Tire rotation and balancing,506.8,126364
49594,1600,2025-10-11,Routine oil and filter change,918.81,18785
49595,4210,2025-03-15,Brake pad replacement,484.59,13362
49596,2517,2025-03-19,Brake pad replacement,53.15,20514
49597,1883,2024-12-13,Wheel alignment,238.1,17062
49598,7137,2024-11-19,Headlight replacement,560.22,2332
49599,3322,2022-07-17,Engine diagnostic and tune-up,466.15,3332
49600,4889,2023-09-07,Battery replacement,839.43,55188
49601,2278,2023-05-25,Coolant system flush,283.34,8851
49602,3164,2025-08-20,Tire rotation and balancing,643.24,71755
49603,8617,2026-04-09,Suspension repair,375.17,23584
49604,6731,2024-04-30,Battery replacement,749.83,7906
49605,7475,2023-09-25,Air conditioning service,187.08,19643
49606,14461,2023-09-18,Tire rotation and balancing,785.71,50501
49607,6195,2024-02-24,Routine oil and filter change,624.43,76140
49608,14977,2024-05-24,Routine oil and filter change,371.09,1638
49609,8536,2026-05-03,Air conditioning service,154.04,10677
49610,2331,2022-08-02,Coolant system flush,72.62,43071
49611,11444,2022-11-01,Full detailing and cleaning,688.9,54490
49612,14826,2023-08-14,Routine oil and filter change,450.39,12555
49613,10207,2025-09-12,Spark plug replacement,412.36,39698
49614,11283,2024-11-19,Tire rotation and balancing,917.25,9231
49615,11667,2023-11-30,Annual safety inspection,732.2,30371
49616,6243,2024-02-17,Annual safety inspection,331.37,134387
49617,11126,2022-07-07,Wheel alignment,881.08,31323
49618,6079,2026-06-22,Transmission fluid flush,388.38,15185
49619,958,2026-04-17,Suspension repair,525.57,39988
49620,13205,2024-10-26,Wheel alignment,220.2,23420
49621,5403,2023-07-24,Air conditioning service,393.22,49945
49622,11603,2023-10-04,Transmission fluid flush,476.04,40603
49623,12191,2025-04-24,Suspension repair,222.06,17573
49624,7596,2025-09-16,Tire rotation and balancing,974.63,6563
49625,8540,2023-03-22,Engine diagnostic and tune-up,941.45,4446
49626,8482,2023-08-12,Battery replacement,615.08,101619
49627,535,2026-05-28,Suspension repair,833.83,10829
