id,car_id,policy_number,insurer_name,start_date,end_date,coverage_amount
11161,11161,POL-0011161-2025,Zurich,2025-05-23,2026-05-23,70000
11162,11162,POL-0011162-2025,Generali,2025-05-12,2026-05-12,69000
11163,11163,POL-0011163-2025,StateFarm,2025-05-22,2026-05-22,25000
11164,11164,POL-0011164-2025,Progressive,2025-04-03,2026-04-03,84000
11165,11165,POL-0011165-2025,AXA,2025-05-20,2026-05-20,86000
11166,11166,POL-0011166-2025,Aviva,2025-04-25,2026-04-25,29000
11167,11167,POL-0011167-2025,StateFarm,2025-05-01,2026-05-01,48000
11168,11168,POL-0011168-2025,AXA,2025-01-22,2026-01-22,57000
11169,11169,POL-0011169-2025,StateFarm,2025-06-06,2026-06-06,47000
11170,11170,POL-0011170-2025,StateFarm,2025-02-05,2026-02-05,42000
11171,11171,POL-0011171-2024,Zurich,2024-12-12,2025-12-12,70000
11172,11172,POL-0011172-2025,Geico,2025-03-08,2026-03-08,47000
11173,11173,POL-0011173-2025,Zurich,2025-02-28,2026-02-28,25000
11174,11174,POL-0011174-2025,StateFarm,2025-02-27,2026-02-27,38000
11175,11175,POL-0011175-2025,Allianz,2025-01-27,2026-01-27,24000
11176,11176,POL-0011176-2025,Allianz,2025-02-07,2026-02-07,54000
11177,11177,POL-0011177-2025,Aviva,2025-04-30,2026-04-30,25000
11178,11178,POL-0011178-2025,Generali,2025-03-02,2026-03-02,37000
11179,11179,POL-0011179-2025,AXA,2025-03-25,2026-03-25,40000
11180,11180,POL-0011180-2025,Progressive,2025-05-01,2026-05-01,89000
11181,11181,POL-0011181-2025,Progressive,2025-05-16,2026-05-16,82000
11182,11182,POL-0011182-2025,MAPFRE,2025-03-28,2026-03-28,37000
11183,11183,POL-0011183-2025,MAPFRE,2025-06-18,2026-06-18,39000
11184,11184,POL-0011184-2025,AXA,2025-04-21,2026-04-21,72000
11185,11185,POL-0011185-2025,Aviva,2025-03-31,2026-03-31,94000
11186,11186,POL-0011186-2025,Geico,2025-03-09,2026-03-09,83000
11187,11187,POL-0011187-2025,StateFarm,2025-04-13,2026-04-13,39000
11188,11188,POL-0011188-2025,StateFarm,2025-02-20,2026-02-20,96000
11189,11189,POL-0011189-2025,Progressive,2025-01-28,2026-01-28,35000
11190,11190,POL-0011190-2025,MAPFRE,2025-05-21,2026-05-21,67000
11191,11191,POL-0011191-2025,Zurich,2025-06-04,2026-06-04,98000
11192,11192,POL-0011192-2025,Generali,2025-03-23,2026-03-23,68000
11193,11193,POL-0011193-2025,Generali,2025-04-25,2026-04-25,59000
11194,11194,POL-0011194-2025,Aviva,2025-05-10,2026-05-10,99000
11195,11195,POL-0011195-2024,Zurich,2024-12-17,2025-12-17,98000
11196,11196,POL-0011196-2025,AXA,2025-03-20,2026-03-20,40000
11197,11197,POL-0011197-2025,StateFarm,2025-06-28,2026-06-28,76000
11198,11198,POL-0011198-2025,Geico,2025-04-20,2026-04-20,47000
11199,11199,POL-0011199-2025,MAPFRE,2025-01-02,2026-01-02,72000
11200,11200,POL-0011200-2025,Zurich,2025-03-09,2026-03-09,38000
11201,11201,POL-0011201-2025,MAPFRE,2025-04-10,2026-04-10,73000
11202,11202,POL-0011202-2025,Progressive,2025-04-18,2026-04-18,98000
11203,11203,POL-0011203-2025,AXA,2025-04-28,2026-04-28,99000
11204,11204,POL-0011204-2025,MAPFRE,2025-02-27,2026-02-27,53000
11205,11205,POL-0011205-2025,MAPFRE,2025-06-20,2026-06-20,89000
11206,11206,POL-0011206-2025,Geico,2025-03-20,2026-03-20,87000
11207,11207,POL-0011207-2025,StateFarm,2025-02-07,2026-02-07,52000
11208,11208,POL-0011208-2025,Aviva,2025-01-27,2026-01-27,94000
11209,11209,POL-0011209-2025,Liberty Mutual,2025-05-01,2026-05-01,41000
11210,11210,POL-0011210-2025,Aviva,2025-02-16,2026-02-16,33000
11211,11211,POL-0011211-2024,StateFarm,2024-12-25,2025-12-25,94000
11212,11212,POL-0011212-2025,Generali,2025-02-25,2026-02-25,86000
11213,11213,POL-0011213-2025,Allianz,2025-03-18,2026-03-18,46000
11214,11214,POL-0011214-2025,Aviva,2025-02-01,2026-02-01,81000
11215,11215,POL-0011215-2025,Allianz,2025-03-14,2026-03-14,29000
11216,11216,POL-0011216-2025,Geico,2025-04-16,2026-04-16,81000
11217,11217,POL-0011217-2025,Allianz,2025-03-17,2026-03-17,65000
11218,11218,POL-0011218-2024,Zurich,2024-12-13,2025-12-13,81000
11219,11219,POL-0011219-2025,Zurich,2025-01-13,2026-01-13,66000
11220,11220,POL-0011220-2025,Progressive,2025-01-18,2026-01-18,96000
11221,11221,POL-0011221-2025,Allianz,2025-05-29,2026-05-29,92000
11222,11222,POL-0011222-2025,Liberty Mutual,2025-03-03,2026-03-03,49000
11223,11223,POL-0011223-2025,Allianz,2025-05-20,2026-05-20,34000
11224,11224,POL-0011224-2025,Geico,2025-02-19,2026-02-19,28000
11225,11225,POL-0011225-2025,AXA,2025-06-18,2026-06-18,85000
11226,11226,POL-0011226-2025,Zurich,2025-05-22,2026-05-22,48000
11227,11227,POL-0011227-2025,Liberty Mutual,2025-04-17,2026-04-17,27000
11228,11228,POL-0011228-2025,StateFarm,2025-04-07,2026-04-07,85000
11229,11229,POL-0011229-2025,Progressive,2025-06-26,2026-06-26,56000
11230,11230,POL-0011230-2025,Progressive,2025-03-05,2026-03-05,62000
11231,11231,POL-0011231-2025,Geico,2025-05-26,2026-05-26,93000
11232,11232,POL-0011232-2025,MAPFRE,2025-01-04,2026-01-04,93000
11233,11233,POL-0011233-2025,StateFarm,2025-03-22,2026-03-22,94000
11234,11234,POL-0011234-2025,Progressive,2025-06-17,2026-06-17,84000
11235,11235,POL-0011235-2025,Generali,2025-04-07,2026-04-07,30000
11236,11236,POL-0011236-2025,Progressive,2025-04-27,2026-04-27,80000
11237,11237,POL-0011237-2025,MAPFRE,2025-06-06,2026-06-06,39000
11238,11238,POL-0011238-2025,AXA,2025-03-22,2026-03-22,37000
11239,11239,POL-0011239-2025,Allianz,2025-03-21,2026-03-21,29000
11240,11240,POL-0011240-2025,Liberty Mutual,2025-03-11,2026-03-11,60000
11241,11241,POL-0011241-2025,Progressive,2025-02-22,2026-02-22,76000
11242,11242,POL-0011242-2025,Aviva,2025-04-02,2026-04-02,85000
11243,11243,POL-0011243-2025,StateFarm,2025-05-23,2026-05-23,99000
11244,11244,POL-0011244-2025,Aviva,2025-02-02,2026-02-02,32000
11245,11245,POL-0011245-2025,AXA,2025-03-01,2026-03-01,66000
11246,11246,POL-0011246-2024,Liberty Mutual,2024-12-26,2025-12-26,77000
11247,11247,POL-0011247-2025,Geico,2025-04-03,2026-04-03,63000
11248,11248,POL-0011248-2025,Liberty Mutual,2025-04-19,2026-04-19,27000
11249,11249,POL-0011249-2025,Progressive,2025-03-29,2026-03-29,94000
11250,11250,POL-0011250-2025,MAPFRE,2025-06-10,2026-06-10,98000
11251,11251,POL-0011251-2025,Allianz,2025-04-14,2026-04-14,23000
11252,11252,POL-0011252-2025,Progressive,2025-01-18,2026-01-18,25000
11253,11253,POL-0011253-2025,Allianz,2025-06-08,2026-06-08,99000
11254,11254,POL-0011254-2025,Aviva,2025-06-13,2026-06-13,23000
11255,11255,POL-0011255-2025,Aviva,2025-02-16,2026-02-16,28000
11256,11256,POL-0011256-2025,MAPFRE,2025-01-10,2026-01-10,45000
11257,11257,POL-0011257-2024,MAPFRE,2024-12-11,2025-12-11,21000
11258,11258,POL-0011258-2025,StateFarm,2025-06-28,2026-06-28,97000
11259,11259,POL-0011259-2025,Geico,2025-03-03,2026-03-03,44000
11260,11260,POL-0011260-2025,Generali,2025-04-02,2026-04-02,33000
11261,11261,POL-0011261-2025,Aviva,2025-01-07,2026-01-07,91000
11262,11262,POL-0011262-2025,MAPFRE,2025-06-10,2026-06-10,25000
11263,11263,POL-0011263-2025,Liberty Mutual,2025-01-03,2026-01-03,57000
11264,11264,POL-0011264-2025,MAPFRE,2025-06-25,2026-06-25,74000
11265,11265,POL-0011265-2025,Allianz,2025-03-08,2026-03-08,98000
11266,11266,POL-0011266-2025,Generali,2025-04-27,2026-04-27,83000
11267,11267,POL-0011267-2025,Liberty Mutual,2025-04-09,2026-04-09,87000
11268,11268,POL-0011268-2025,Zurich,2025-01-02,2026-01-02,41000
11269,11269,POL-0011269-2025,Generali,2025-03-12,2026-03-12,98000
11270,11270,POL-0011270-2025,Progressive,2025-06-27,2026-06-27,56000
11271,11271,POL-0011271-2025,AXA,2025-03-30,2026-03-30,74000
11272,11272,POL-0011272-2025,MAPFRE,2025-06-10,2026-06-10,59000
11273,11273,POL-0011273-2025,Aviva,2025-05-22,2026-05-22,78000
11274,11274,POL-0011274-2025,MAPFRE,2025-03-09,2026-03-09,65000
11275,11275,POL-0011275-2025,Aviva,2025-06-14,2026-06-14,97000
11276,11276,POL-0011276-2025,Zurich,2025-01-22,2026-01-22,61000
11277,11277,POL-0011277-2025,StateFarm,2025-03-29,2026-03-29,82000
11278,11278,POL-0011278-2025,Liberty Mutual,2025-05-09,2026-05-09,62000
11279,11279,POL-0011279-2025,Aviva,2025-06-04,2026-06-04,45000
11280,11280,POL-0011280-2025,Liberty Mutual,2025-05-15,2026-05-15,46000
11281,11281,POL-0011281-2025,Liberty Mutual,2025-01-01,2026-01-01,65000
11282,11282,POL-0011282-2025,Liberty Mutual,2025-06-17,2026-06-17,95000
11283,11283,POL-0011283-2025,AXA,2025-03-31,2026-03-31,22000
11284,11284,POL-0011284-2025,Liberty Mutual,2025-05-26,2026-05-26,21000
11285,11285,POL-0011285-2025,Geico,2025-03-24,2026-03-24,67000
11286,11286,POL-0011286-2025,StateFarm,2025-06-07,2026-06-07,56000
11287,11287,POL-0011287-2025,AXA,2025-06-14,2026-06-14,70000
11288,11288,POL-0011288-2025,Liberty Mutual,2025-05-09,2026-05-09,64000
11289,11289,POL-0011289-2025,Progressive,2025-01-06,2026-01-06,36000
11290,11290,POL-0011290-2025,MAPFRE,2025-01-23,2026-01-23,59000
11291,11291,POL-0011291-2024,AXA,2024-12-16,2025-12-16,30000
11292,11292,POL-0011292-2025,Geico,2025-02-21,2026-02-21,22000
11293,11293,POL-0011293-2025,Liberty Mutual,2025-04-28,2026-04-28,95000
11294,11294,POL-0011294-2025,MAPFRE,2025-06-14,2026-06-14,99000
11295,11295,POL-0011295-2025,Zurich,2025-03-09,2026-03-09,88000
11296,11296,POL-0011296-2025,MAPFRE,2025-05-09,2026-05-09,52000
11297,11297,POL-0011297-2025,StateFarm,2025-03-28,2026-03-28,54000
11298,11298,POL-0011298-2024,Progressive,2024-12-25,2025-12-25,60000
11299,11299,POL-0011299-2025,Zurich,2025-03-12,2026-03-12,87000
11300,11300,POL-0011300-2024,StateFarm,2024-12-19,2025-12-19,43000
11301,11301,POL-0011301-2025,Progressive,2025-03-03,2026-03-03,36000
11302,11302,POL-0011302-2025,MAPFRE,2025-01-10,2026-01-10,52000
11303,11303,POL-0011303-2025,MAPFRE,2025-05-13,2026-05-13,28000
11304,11304,POL-0011304-2024,Allianz,2024-12-15,2025-12-15,31000
11305,11305,POL-0011305-2025,Liberty Mutual,2025-03-28,2026-03-28,49000
11306,11306,POL-0011306-2025,Generali,2025-05-04,2026-05-04,53000
11307,11307,POL-0011307-2025,AXA,2025-05-20,2026-05-20,74000
11308,11308,POL-0011308-2025,Generali,2025-05-09,2026-05-09,20000
11309,11309,POL-0011309-2025,Aviva,2025-05-15,2026-05-15,92000
11310,11310,POL-0011310-2025,MAPFRE,2025-05-02,2026-05-02,43000
11311,11311,POL-0011311-2025,Geico,2025-04-28,2026-04-28,50000
11312,11312,POL-0011312-2025,MAPFRE,2025-06-26,2026-06-26,60000
11313,11313,POL-0011313-2025,Aviva,2025-06-14,2026-06-14,28000
11314,11314,POL-0011314-2024,Progressive,2024-12-25,2025-12-25,73000
11315,11315,POL-0011315-2025,Progressive,2025-02-17,2026-02-17,59000
11316,11316,POL-0011316-2025,StateFarm,2025-01-01,2026-01-01,62000
11317,11317,POL-0011317-2024,AXA,2024-12-30,2025-12-30,93000
11318,11318,POL-0011318-2025,Generali,2025-01-03,2026-01-03,33000
11319,11319,POL-0011319-2024,Progressive,2024-12-23,2025-12-23,98000
11320,11320,POL-0011320-2025,StateFarm,2025-02-06,2026-02-06,37000
11321,11321,POL-0011321-2025,Liberty Mutual,2025-03-27,2026-03-27,61000
11322,11322,POL-0011322-2025,AXA,2025-03-01,2026-03-01,38000
11323,11323,POL-0011323-2025,Geico,2025-06-18,2026-06-18,93000
11324,11324,POL-0011324-2025,AXA,2025-02-28,2026-02-28,65000
11325,11325,POL-0011325-2025,AXA,2025-06-07,2026-06-07,33000
11326,11326,POL-0011326-2025,Liberty Mutual,2025-06-17,2026-06-17,81000
11327,11327,POL-0011327-2025,Generali,2025-04-16,2026-04-16,29000
11328,11328,POL-0011328-2025,AXA,2025-01-14,2026-01-14,77000
11329,11329,POL-0011329-2025,Generali,2025-05-26,2026-05-26,79000
11330,11330,POL-0011330-2025,StateFarm,2025-04-25,2026-04-25,81000
11331,11331,POL-0011331-2025,Zurich,2025-06-21,2026-06-21,66000
11332,11332,POL-0011332-2025,Aviva,2025-03-12,2026-03-12,53000
11333,11333,POL-0011333-2025,MAPFRE,2025-04-22,2026-04-22,44000
11334,11334,POL-0011334-2025,Generali,2025-01-22,2026-01-22,52000
11335,11335,POL-0011335-2025,Generali,2025-02-10,2026-02-10,88000
11336,11336,POL-0011336-2025,Allianz,2025-01-19,2026-01-19,59000
11337,11337,POL-0011337-2025,Geico,2025-05-17,2026-05-17,75000
11338,11338,POL-0011338-2025,MAPFRE,2025-05-16,2026-05-16,24000
11339,11339,POL-0011339-2025,MAPFRE,2025-03-29,2026-03-29,55000
11340,11340,POL-0011340-2025,MAPFRE,2025-06-27,2026-06-27,28000
11341,11341,POL-0011341-2025,StateFarm,2025-04-28,2026-04-28,77000
11342,11342,POL-0011342-2025,Aviva,2025-05-11,2026-05-11,55000
11343,11343,POL-0011343-2025,AXA,2025-05-30,2026-05-30,33000
11344,11344,POL-0011344-2025,AXA,2025-06-16,2026-06-16,25000
11345,11345,POL-0011345-2025,Progressive,2025-02-12,2026-02-12,48000
11346,11346,POL-0011346-2025,Geico,2025-05-16,2026-05-16,30000
11347,11347,POL-0011347-2025,StateFarm,2025-06-27,2026-06-27,46000
11348,11348,POL-0011348-2025,Generali,2025-03-07,2026-03-07,33000
11349,11349,POL-0011349-2025,Liberty Mutual,2025-05-26,2026-05-26,49000
11350,11350,POL-0011350-2025,Aviva,2025-06-08,2026-06-08,22000
11351,11351,POL-0011351-2025,Liberty Mutual,2025-06-12,2026-06-12,71000
11352,11352,POL-0011352-2025,Aviva,2025-04-15,2026-04-15,81000
11353,11353,POL-0011353-2025,MAPFRE,2025-03-04,2026-03-04,90000
11354,11354,POL-0011354-2025,MAPFRE,2025-04-04,2026-04-04,78000
11355,11355,POL-0011355-2024,Allianz,2024-12-11,2025-12-11,86000
11356,11356,POL-0011356-2025,Liberty Mutual,2025-05-17,2026-05-17,28000
11357,11357,POL-0011357-2025,AXA,2025-01-25,2026-01-25,95000
11358,11358,POL-0011358-2025,MAPFRE,2025-05-01,2026-05-01,42000
11359,11359,POL-0011359-2025,Zurich,2025-03-07,2026-03-07,78000
11360,11360,POL-0011360-2025,StateFarm,2025-05-16,2026-05-16,27000
11361,11361,POL-0011361-2025,Liberty Mutual,2025-03-14,2026-03-14,36000
11362,11362,POL-0011362-2025,StateFarm,2025-06-08,2026-06-08,87000
11363,11363,POL-0011363-2025,Liberty Mutual,2025-05-15,2026-05-15,22000
11364,11364,POL-0011364-2025,AXA,2025-06-09,2026-06-09,59000
11365,11365,POL-0011365-2024,Generali,2024-12-27,2025-12-27,72000
11366,11366,POL-0011366-2025,Allianz,2025-02-05,2026-02-05,68000
11367,11367,POL-0011367-2025,Progressive,2025-05-23,2026-05-23,77000
11368,11368,POL-0011368-2025,Progressive,2025-05-25,2026-05-25,62000
11369,11369,POL-0011369-2024,Liberty Mutual,2024-12-19,2025-12-19,96000
11370,11370,POL-0011370-2025,MAPFRE,2025-05-15,2026-05-15,55000
11371,11371,POL-0011371-2024,Progressive,2024-12-15,2025-12-15,75000
11372,11372,POL-0011372-2025,Liberty Mutual,2025-05-06,2026-05-06,20000
11373,11373,POL-0011373-2025,StateFarm,2025-03-17,2026-03-17,25000
11374,11374,POL-0011374-2024,Geico,2024-12-24,2025-12-24,47000
11375,11375,POL-0011375-2024,Aviva,2024-12-17,2025-12-17,85000
11376,11376,POL-0011376-2025,Generali,2025-03-25,2026-03-25,35000
11377,11377,POL-0011377-2025,Generali,2025-05-16,2026-05-16,96000
11378,11378,POL-0011378-2025,AXA,2025-02-05,2026-02-05,57000
11379,11379,POL-0011379-2024,MAPFRE,2024-12-11,2025-12-11,27000
11380,11380,POL-0011380-2024,Zurich,2024-12-19,2025-12-19,45000
11381,11381,POL-0011381-2025,Liberty Mutual,2025-02-10,2026-02-10,65000
11382,11382,POL-0011382-2025,Aviva,2025-02-11,2026-02-11,53000
11383,11383,POL-0011383-2025,Liberty Mutual,2025-03-09,2026-03-09,24000
11384,11384,POL-0011384-2025,Liberty Mutual,2025-04-30,2026-04-30,52000
11385,11385,POL-0011385-2025,Geico,2025-01-31,2026-01-31,97000
11386,11386,POL-0011386-2025,Generali,2025-03-16,2026-03-16,57000
11387,11387,POL-0011387-2024,Progressive,2024-12-17,2025-12-17,52000
11388,11388,POL-0011388-2025,Progressive,2025-05-21,2026-05-21,39000
11389,11389,POL-0011389-2025,AXA,2025-06-17,2026-06-17,41000
11390,11390,POL-0011390-2024,Liberty Mutual,2024-12-22,2025-12-22,41000
11391,11391,POL-0011391-2025,Progressive,2025-02-24,2026-02-24,33000
11392,11392,POL-0011392-2025,MAPFRE,2025-01-13,2026-01-13,96000
11393,11393,POL-0011393-2025,Aviva,2025-04-14,2026-04-14,98000
11394,11394,POL-0011394-2025,Progressive,2025-05-11,2026-05-11,53000
11395,11395,POL-0011395-2025,Aviva,2025-01-10,2026-01-10,57000
11396,11396,POL-0011396-2025,StateFarm,2025-05-13,2026-05-13,62000
11397,11397,POL-0011397-2025,Zurich,2025-04-01,2026-04-01,58000
11398,11398,POL-0011398-2025,Aviva,2025-02-12,2026-02-12,64000
11399,11399,POL-0011399-2025,AXA,2025-02-24,2026-02-24,38000
11400,11400,POL-0011400-2025,Liberty Mutual,2025-05-05,2026-05-05,54000
11401,11401,POL-0011401-2025,Liberty Mutual,2025-02-15,2026-02-15,48000
11402,11402,POL-0011402-2025,StateFarm,2025-04-16,2026-04-16,60000
11403,11403,POL-0011403-2024,Progressive,2024-12-30,2025-12-30,45000
11404,11404,POL-0011404-2025,Liberty Mutual,2025-03-28,2026-03-28,98000
11405,11405,POL-0011405-2025,AXA,2025-06-02,2026-06-02,55000
11406,11406,POL-0011406-2025,StateFarm,2025-03-13,2026-03-13,84000
11407,11407,POL-0011407-2025,AXA,2025-03-04,2026-03-04,56000
11408,11408,POL-0011408-2025,Progressive,2025-01-18,2026-01-18,23000
11409,11409,POL-0011409-2025,Allianz,2025-05-31,2026-05-31,33000
11410,11410,POL-0011410-2025,Progressive,2025-04-26,2026-04-26,90000
11411,11411,POL-0011411-2025,Geico,2025-01-10,2026-01-10,30000
11412,11412,POL-0011412-2025,Allianz,2025-04-23,2026-04-23,81000
11413,11413,POL-0011413-2024,Aviva,2024-12-17,2025-12-17,75000
11414,11414,POL-0011414-2025,Generali,2025-04-20,2026-04-20,65000
11415,11415,POL-0011415-2025,Allianz,2025-01-26,2026-01-26,39000
11416,11416,POL-0011416-2025,MAPFRE,2025-05-15,2026-05-15,73000
11417,11417,POL-0011417-2025,Geico,2025-05-26,2026-05-26,55000
11418,11418,POL-0011418-2025,Allianz,2025-01-13,2026-01-13,23000
11419,11419,POL-0011419-2024,AXA,2024-12-22,2025-12-22,56000
11420,11420,POL-0011420-2025,Zurich,2025-04-22,2026-04-22,65000
11421,11421,POL-0011421-2025,AXA,2025-06-04,2026-06-04,25000
11422,11422,POL-0011422-2025,Zurich,2025-03-19,2026-03-19,22000
11423,11423,POL-0011423-2025,Generali,2025-04-02,2026-04-02,85000
11424,11424,POL-0011424-2025,Progressive,2025-01-11,2026-01-11,22000
11425,11425,POL-0011425-2025,Aviva,2025-04-25,2026-04-25,28000
11426,11426,POL-0011426-2024,Allianz,2024-12-28,2025-12-28,71000
11427,11427,POL-0011427-2025,Aviva,2025-05-05,2026-05-05,52000
11428,11428,POL-0011428-2025,Liberty Mutual,2025-06-21,2026-06-21,43000
11429,11429,POL-0011429-2025,Progressive,2025-02-26,2026-02-26,29000
11430,11430,POL-0011430-2025,Allianz,2025-05-01,2026-05-01,27000
11431,11431,POL-0011431-2025,MAPFRE,2025-05-12,2026-05-12,21000
11432,11432,POL-0011432-2025,Liberty Mutual,2025-06-19,2026-06-19,88000
11433,11433,POL-0011433-2025,StateFarm,2025-03-19,2026-03-19,40000
11434,11434,POL-0011434-2025,StateFarm,2025-01-27,2026-01-27,69000
11435,11435,POL-0011435-2025,StateFarm,2025-01-23,2026-01-23,34000
11436,11436,POL-0011436-2025,StateFarm,2025-01-30,2026-01-30,96000
11437,11437,POL-0011437-2025,Progressive,2025-05-20,2026-05-20,89000
11438,11438,POL-0011438-2025,Aviva,2025-06-25,2026-06-25,99000
11439,11439,POL-0011439-2025,Progressive,2025-02-10,2026-02-10,47000
11440,11440,POL-0011440-2025,Zurich,2025-05-16,2026-05-16,96000
11441,11441,POL-0011441-2025,Aviva,2025-06-07,2026-06-07,77000
11442,11442,POL-0011442-2025,Geico,2025-03-10,2026-03-10,75000
11443,11443,POL-0011443-2025,MAPFRE,2025-03-05,2026-03-05,58000
11444,11444,POL-0011444-2025,Zurich,2025-03-16,2026-03-16,30000
11445,11445,POL-0011445-2025,Zurich,2025-01-07,2026-01-07,56000
11446,11446,POL-0011446-2025,Allianz,2025-03-06,2026-03-06,71000
11447,11447,POL-0011447-2025,Liberty Mutual,2025-04-17,2026-04-17,94000
11448,11448,POL-0011448-2024,MAPFRE,2024-12-31,2025-12-31,92000
11449,11449,POL-0011449-2025,Progressive,2025-06-06,2026-06-06,38000
11450,11450,POL-0011450-2025,StateFarm,2025-05-16,2026-05-16,91000
11451,11451,POL-0011451-2025,Zurich,2025-05-20,2026-05-20,43000
11452,11452,POL-0011452-2025,MAPFRE,2025-01-07,2026-01-07,21000
11453,11453,POL-0011453-2025,StateFarm,2025-03-02,2026-03-02,49000
11454,11454,POL-0011454-2025,StateFarm,2025-02-11,2026-02-11,72000
11455,11455,POL-0011455-2025,Generali,2025-01-23,2026-01-23,26000
11456,11456,POL-0011456-2025,Allianz,2025-05-04,2026-05-04,53000
11457,11457,POL-0011457-2025,Progressive,2025-03-23,2026-03-23,75000
11458,11458,POL-0011458-2025,MAPFRE,2025-03-10,2026-03-10,40000
11459,11459,POL-0011459-2025,AXA,2025-01-22,2026-01-22,41000
11460,11460,POL-0011460-2025,StateFarm,2025-05-24,2026-05-24,83000
11461,11461,POL-0011461-2024,Progressive,2024-12-12,2025-12-12,28000
11462,11462,POL-0011462-2025,Zurich,2025-05-26,2026-05-26,62000
11463,11463,POL-0011463-2025,StateFarm,2025-01-08,2026-01-08,96000
11464,11464,POL-0011464-2025,StateFarm,2025-03-02,2026-03-02,95000
11465,11465,POL-0011465-2025,MAPFRE,2025-04-02,2026-04-02,29000
11466,11466,POL-0011466-2025,StateFarm,2025-02-04,2026-02-04,81000
11467,11467,POL-0011467-2025,Zurich,2025-04-18,2026-04-18,59000
11468,11468,POL-0011468-2025,Progressive,2025-01-29,2026-01-29,45000
11469,11469,POL-0011469-2025,Generali,2025-04-06,2026-04-06,83000
11470,11470,POL-0011470-2025,MAPFRE,2025-05-21,2026-05-21,92000
11471,11471,POL-0011471-2025,AXA,2025-05-30,2026-05-30,70000
11472,11472,POL-0011472-2025,Zurich,2025-04-12,2026-04-12,69000
11473,11473,POL-0011473-2025,AXA,2025-02-25,2026-02-25,74000
11474,11474,POL-0011474-2025,Liberty Mutual,2025-06-15,2026-06-15,45000
11475,11475,POL-0011475-2025,Progressive,2025-05-03,2026-05-03,22000
11476,11476,POL-0011476-2025,Liberty Mutual,2025-06-17,2026-06-17,65000
11477,11477,POL-0011477-2025,MAPFRE,2025-04-19,2026-04-19,30000
11478,11478,POL-0011478-2025,Aviva,2025-03-18,2026-03-18,28000
11479,11479,POL-0011479-2025,Zurich,2025-05-03,2026-05-03,74000
11480,11480,POL-0011480-2025,Geico,2025-04-29,2026-04-29,96000
11481,11481,POL-0011481-2025,StateFarm,2025-01-06,2026-01-06,89000
11482,11482,POL-0011482-2025,Generali,2025-03-29,2026-03-29,41000
11483,11483,POL-0011483-2025,Allianz,2025-06-22,2026-06-22,43000
11484,11484,POL-0011484-2025,MAPFRE,2025-03-19,2026-03-19,44000
11485,11485,POL-0011485-2025,Progressive,2025-04-29,2026-04-29,52000
11486,11486,POL-0011486-2025,Allianz,2025-06-09,2026-06-09,21000
11487,11487,POL-0011487-2025,Progressive,2025-01-29,2026-01-29,23000
11488,11488,POL-0011488-2024,Geico,2024-12-11,2025-12-11,72000
11489,11489,POL-0011489-2025,Progressive,2025-05-24,2026-05-24,20000
11490,11490,POL-0011490-2025,StateFarm,2025-06-13,2026-06-13,80000
11491,11491,POL-0011491-2025,Geico,2025-01-23,2026-01-23,75000
11492,11492,POL-0011492-2025,Zurich,2025-03-25,2026-03-25,45000
11493,11493,POL-0011493-2025,Generali,2025-03-10,2026-03-10,47000
11494,11494,POL-0011494-2025,MAPFRE,2025-01-19,2026-01-19,96000
11495,11495,POL-0011495-2025,AXA,2025-04-15,2026-04-15,53000
11496,11496,POL-0011496-2025,MAPFRE,2025-06-02,2026-06-02,60000
11497,11497,POL-0011497-2025,Aviva,2025-05-28,2026-05-28,43000
11498,11498,POL-0011498-2025,AXA,2025-06-03,2026-06-03,84000
11499,11499,POL-0011499-2025,AXA,2025-03-07,2026-03-07,45000
11500,11500,POL-0011500-2025,Generali,2025-01-08,2026-01-08,78000
11501,11501,POL-0011501-2025,Generali,2025-01-02,2026-01-02,97000
11502,11502,POL-0011502-2024,StateFarm,2024-12-23,2025-12-23,53000
11503,11503,POL-0011503-2025,Progressive,2025-06-06,2026-06-06,60000
11504,11504,POL-0011504-2025,Liberty Mutual,2025-04-17,2026-04-17,28000
11505,11505,POL-0011505-2025,Geico,2025-02-23,2026-02-23,48000
11506,11506,POL-0011506-2025,MAPFRE,2025-06-05,2026-06-05,67000
11507,11507,POL-0011507-2024,StateFarm,2024-12-20,2025-12-20,74000
11508,11508,POL-0011508-2025,AXA,2025-02-16,2026-02-16,74000
11509,11509,POL-0011509-2025,Progressive,2025-06-12,2026-06-12,63000
11510,11510,POL-0011510-2025,Aviva,2025-03-23,2026-03-23,93000
11511,11511,POL-0011511-2025,Generali,2025-04-07,2026-04-07,37000
11512,11512,POL-0011512-2025,Zurich,2025-02-24,2026-02-24,80000
11513,11513,POL-0011513-2024,Geico,2024-12-14,2025-12-14,36000
11514,11514,POL-0011514-2025,Aviva,2025-01-16,2026-01-16,91000
11515,11515,POL-0011515-2025,AXA,2025-02-10,2026-02-10,91000
11516,11516,POL-0011516-2024,Aviva,2024-12-16,2025-12-16,78000
11517,11517,POL-0011517-2025,Zurich,2025-02-17,2026-02-17,21000
11518,11518,POL-0011518-2025,Zurich,2025-05-26,2026-05-26,41000
11519,11519,POL-0011519-2025,Zurich,2025-04-07,2026-04-07,67000
11520,11520,POL-0011520-2025,Geico,2025-04-03,2026-04-03,28000
11521,11521,POL-0011521-2025,Generali,2025-01-31,2026-01-31,91000
11522,11522,POL-0011522-2025,Zurich,2025-05-31,2026-05-31,83000
